"","fips_code","collection_week","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum"
"534",12031,"2020-11-27",169,4,1262,82,0
"535",12031,"2020-12-04",154,0,694,134,0
"536",12033,"2020-11-20",57,0,188,47,0
"537",12033,"2020-11-27",50,0,198,37,0
"538",12033,"2020-12-04",105,7,212,8,0
"539",12035,"2020-12-04",9,0,14,0,0
"540",12037,"2020-11-20",0,0,0,0,0
"541",12037,"2020-11-27",0,0,0,0,0
"542",12037,"2020-12-04",0,0,0,0,0
"543",12039,"2020-11-20",0,0,0,0,0
"544",12039,"2020-11-27",0,0,0,0,0
"545",12039,"2020-12-04",0,0,0,0,0
"546",12049,"2020-12-04",0,0,17,0,0
"547",12051,"2020-11-27",5,0,27,0,0
"548",12053,"2020-11-20",62,0,233,21,0
"549",12053,"2020-11-27",68,0,191,23,0
"550",12053,"2020-12-04",60,0,225,29,0
"551",12055,"2020-11-20",27,0,62,4,0
"552",12055,"2020-11-27",45,0,118,11,0
"553",12055,"2020-12-04",23,0,55,7,0
"554",12057,"2020-11-20",73,0,362,75,0
"555",12057,"2020-11-27",267,8,1395,141,9
"556",12057,"2020-12-04",270,22,1584,120,15
"557",12059,"2020-11-27",4,0,16,0,0
"558",12059,"2020-12-04",5,0,21,0,0
"559",12061,"2020-11-20",16,0,218,0,0
"560",12061,"2020-11-27",24,0,187,8,0
"561",12061,"2020-12-04",24,0,203,0,9
"562",12063,"2020-11-20",23,0,89,0,0
"563",12063,"2020-11-27",16,0,94,0,0
"564",12063,"2020-12-04",11,0,102,0,0
"565",12069,"2020-11-20",28,0,83,36,0
"566",12069,"2020-11-27",34,0,95,42,0
"567",12069,"2020-12-04",39,0,104,18,0
"568",12071,"2020-11-20",149,0,1081,416,33
"569",12071,"2020-11-27",108,0,626,259,0
"570",12071,"2020-12-04",115,0,615,253,0
"571",12073,"2020-11-20",16,0,83,6,0
"572",12073,"2020-11-27",49,0,354,126,7
"573",12073,"2020-12-04",41,0,139,9,0
"574",12079,"2020-11-20",0,0,24,0,0
"575",12081,"2020-11-20",31,0,98,44,0
"576",12081,"2020-11-27",38,0,132,65,0
"577",12081,"2020-12-04",53,0,156,58,0
"578",12083,"2020-11-20",30,0,74,23,0
"579",12083,"2020-11-27",46,0,106,26,0
"580",12083,"2020-12-04",50,0,116,22,0
"581",12085,"2020-11-20",42,0,110,6,0
"582",12086,"2020-11-20",399,13,1365,162,0
"583",12086,"2020-11-27",518,8,1430,208,4
"584",12086,"2020-12-04",287,0,1054,68,0
"585",12087,"2020-11-20",8,0,12,0,0
"586",12087,"2020-11-27",6,0,19,0,0
"587",12087,"2020-12-04",0,0,0,0,0
"588",12089,"2020-12-04",8,0,39,4,0
"589",12091,"2020-11-20",13,0,159,7,0
"590",12091,"2020-11-27",41,0,243,9,0
"591",12093,"2020-11-20",9,0,73,11,0
"592",12093,"2020-11-27",6,0,43,0,0
"593",12095,"2020-11-20",0,0,0,0,0
"594",12095,"2020-11-27",5,0,35,43,0
"595",12095,"2020-12-04",59,4,161,110,7
"596",12097,"2020-11-20",31,0,368,135,0
"597",12097,"2020-11-27",8,0,131,9,0
"598",12097,"2020-12-04",35,0,270,124,0
"599",12099,"2020-11-20",174,4,732,169,11
"600",12099,"2020-11-27",185,0,850,154,4
"601",12099,"2020-12-04",223,0,996,67,0
"602",12101,"2020-11-20",112,0,335,43,0
"603",12101,"2020-11-27",100,0,341,52,0
"604",12101,"2020-12-04",75,0,319,51,0
"605",12103,"2020-11-20",180,0,1034,150,0
"606",12103,"2020-11-27",235,0,1309,219,0
"607",12103,"2020-12-04",200,0,1189,171,0
"608",12105,"2020-11-20",51,0,262,85,0
"609",12105,"2020-11-27",148,0,1407,108,8
"610",12105,"2020-12-04",176,7,1466,91,0
"611",12107,"2020-11-27",6,0,75,4,0
"612",12107,"2020-12-04",13,0,86,5,0
"613",12109,"2020-12-04",20,0,0,5,0
"614",12113,"2020-11-20",17,0,98,18,0
"615",12113,"2020-11-27",20,0,105,17,0
"616",12113,"2020-12-04",20,0,106,13,0
"617",12115,"2020-11-20",89,0,380,13,0
"618",12115,"2020-11-27",112,0,289,8,0
"619",12115,"2020-12-04",115,0,306,8,0
"620",12117,"2020-11-20",16,0,95,20,0
"621",12117,"2020-11-27",20,0,98,17,0
"622",12117,"2020-12-04",18,0,96,19,0
"623",12119,"2020-11-20",13,0,21,0,0
"624",12119,"2020-11-27",15,0,23,0,0
"625",12119,"2020-12-04",31,0,23,0,0
"626",12123,"2020-11-27",0,0,58,0,0
"627",12123,"2020-12-04",0,0,36,0,0
"628",12125,"2020-11-20",0,0,5,0,0
"629",12125,"2020-11-27",0,0,5,0,0
"630",12125,"2020-12-04",0,0,10,0,0
"631",12127,"2020-11-20",45,0,270,19,0
"632",12127,"2020-11-27",50,0,307,9,0
"633",12127,"2020-12-04",13,0,37,0,0
"634",12131,"2020-11-20",15,0,96,0,0
"635",12131,"2020-11-27",12,0,103,0,0
"636",12131,"2020-12-04",10,0,95,0,0
"637",12133,"2020-11-27",10,0,30,20,0
"638",12133,"2020-12-04",8,0,48,16,0
"639",13001,"2020-12-04",0,0,0,0,0
"640",13005,"2020-11-20",4,0,29,0,0
"641",13005,"2020-12-04",7,0,35,0,0
"642",13009,"2020-11-20",47,0,110,36,0
"643",13009,"2020-11-27",40,0,96,28,0
"644",13009,"2020-12-04",48,0,85,40,0
"645",13013,"2020-11-27",11,0,12,6,0
"646",13013,"2020-12-04",12,0,20,4,0
"647",13017,"2020-12-04",4,0,42,0,0
"648",13019,"2020-11-20",0,0,18,0,0
"649",13019,"2020-11-27",0,0,26,0,0
"650",13019,"2020-12-04",0,0,29,0,0
"651",13021,"2020-11-27",81,0,371,67,4
"652",13021,"2020-12-04",37,0,155,14,0
"653",13023,"2020-11-20",0,0,0,0,0
"654",13031,"2020-11-20",5,0,126,0,0
"655",13033,"2020-12-04",10,0,11,6,0
"656",13035,"2020-11-20",0,0,7,0,0
"657",13035,"2020-11-27",0,0,10,0,0
"658",13035,"2020-12-04",0,0,8,0,0
"659",13039,"2020-11-20",7,0,80,0,0
"660",13039,"2020-11-27",5,0,58,0,0
"661",13039,"2020-12-04",5,0,57,0,0
"662",13045,"2020-11-20",34,0,438,16,0
"663",13045,"2020-11-27",26,0,543,7,0
"664",13047,"2020-12-04",4,0,33,7,0
"665",13051,"2020-11-20",22,0,156,0,0
"666",13051,"2020-11-27",30,0,135,0,0
"667",13051,"2020-12-04",15,0,58,0,0
"668",13055,"2020-11-20",8,0,94,12,0
"669",13055,"2020-11-27",17,0,112,34,0
"670",13055,"2020-12-04",17,0,98,41,0
"671",13057,"2020-12-04",43,0,158,4,0
"672",13059,"2020-11-20",54,0,213,6,0
"673",13059,"2020-11-27",90,0,253,7,0
"674",13059,"2020-12-04",96,0,243,7,0
"675",13063,"2020-11-20",112,0,0,35,0
"676",13063,"2020-11-27",135,0,33,48,0
"677",13065,"2020-12-04",4,0,16,4,0
"678",13067,"2020-11-20",90,0,477,77,0
"679",13067,"2020-11-27",32,0,239,23,0
"680",13067,"2020-12-04",38,0,235,23,0
"681",13069,"2020-11-20",32,0,68,0,0
"682",13069,"2020-11-27",30,0,71,0,0
"683",13069,"2020-12-04",48,0,73,0,0
"684",13071,"2020-11-27",8,0,98,0,0
"685",13071,"2020-12-04",15,0,112,0,0
"686",13075,"2020-12-04",0,0,0,0,0
"687",13077,"2020-11-20",25,0,31,4,0
"688",13077,"2020-11-27",27,0,39,4,0
"689",13077,"2020-12-04",0,0,0,0,0
"690",13081,"2020-11-20",18,0,15,6,0
"691",13081,"2020-11-27",16,0,20,7,0
"692",13087,"2020-12-04",16,0,53,9,0
"693",13089,"2020-11-20",41,36,826,60,96
"694",13089,"2020-11-27",27,35,578,73,84
"695",13089,"2020-12-04",57,39,835,164,56
"696",13091,"2020-11-20",4,0,7,0,0
"697",13091,"2020-11-27",9,0,14,0,0
"698",13091,"2020-12-04",5,0,6,0,0
"699",13095,"2020-11-20",13,0,229,0,0
"700",13095,"2020-11-27",30,0,206,0,0
"701",13095,"2020-12-04",32,0,140,0,0
"702",13097,"2020-11-20",14,0,136,16,0
"703",13097,"2020-11-27",15,0,160,16,0
"704",13097,"2020-12-04",10,0,119,20,0
"705",13099,"2020-11-27",4,0,13,4,0
"706",13103,"2020-12-04",0,0,42,0,0
"707",13109,"2020-11-20",10,0,46,10,0
"708",13109,"2020-11-27",8,0,37,6,0
"709",13109,"2020-12-04",17,0,36,14,0
"710",13111,"2020-11-20",7,0,10,6,0
"711",13111,"2020-11-27",8,0,15,5,0
"712",13111,"2020-12-04",11,0,25,9,0
"713",13113,"2020-11-20",43,0,53,8,0
"714",13113,"2020-11-27",52,0,71,6,0
"715",13113,"2020-12-04",64,0,121,9,0
"716",13115,"2020-11-20",40,0,96,10,0
"717",13115,"2020-11-27",49,0,118,13,0
"718",13115,"2020-12-04",45,0,107,10,0
"719",13119,"2020-11-20",10,0,38,0,0
"720",13119,"2020-11-27",19,0,53,0,0
"721",13119,"2020-12-04",11,0,51,0,0
"722",13121,"2020-11-20",216,11,1144,227,123
"723",13121,"2020-11-27",236,33,1217,257,116
"724",13121,"2020-12-04",293,35,1368,280,139
"725",13127,"2020-11-20",21,0,168,0,0
"726",13127,"2020-11-27",42,0,196,0,0
"727",13127,"2020-12-04",36,0,153,0,0
"728",13129,"2020-12-04",11,0,89,5,0
"729",13131,"2020-12-04",8,0,27,4,0
"730",13133,"2020-11-27",0,0,41,0,0
"731",13135,"2020-12-04",37,0,167,5,0
"732",13137,"2020-11-20",20,0,34,20,0
"733",13137,"2020-11-27",27,0,34,19,0
"734",13137,"2020-12-04",24,0,47,19,0
"735",13139,"2020-11-27",136,0,354,106,0
"736",13143,"2020-11-20",8,0,98,6,0
"737",13143,"2020-11-27",9,0,95,4,0
"738",13143,"2020-12-04",10,0,124,8,0
"739",13151,"2020-11-20",33,0,58,8,0
"740",13151,"2020-11-27",47,0,67,4,0
"741",13151,"2020-12-04",51,0,84,14,0
"742",13153,"2020-11-20",20,0,0,5,0
"743",13153,"2020-11-27",0,0,0,0,0
"744",13153,"2020-12-04",39,0,0,6,0
"745",13155,"2020-11-27",0,0,18,0,0
"746",13155,"2020-12-04",8,0,27,0,0
"747",13159,"2020-11-20",0,0,10,0,0
"748",13159,"2020-11-27",0,0,14,0,0
"749",13159,"2020-12-04",0,0,8,0,0
"750",13161,"2020-12-04",4,0,19,0,0
"751",13163,"2020-11-20",4,0,8,4,0
"752",13163,"2020-11-27",10,0,14,10,0
"753",13163,"2020-12-04",10,0,12,8,0
"754",13173,"2020-11-20",0,0,28,0,0
"755",13173,"2020-11-27",0,0,46,0,0
"756",13173,"2020-12-04",0,0,26,0,0
"757",13175,"2020-11-20",17,0,27,4,0
"758",13187,"2020-11-27",9,0,20,4,0
"759",13187,"2020-12-04",24,0,24,17,0
"760",13189,"2020-11-20",0,0,9,0,0
"761",13189,"2020-11-27",0,0,5,0,0
"762",13189,"2020-12-04",0,0,15,0,0
"763",13193,"2020-11-20",0,0,0,0,0
"764",13193,"2020-11-27",0,0,0,0,0
"765",13193,"2020-12-04",0,0,0,0,0
"766",13199,"2020-11-27",0,0,0,0,0
"767",13199,"2020-12-04",0,0,5,0,0
"768",13201,"2020-12-04",6,0,25,4,0
"769",13205,"2020-11-20",7,0,17,0,0
"770",13205,"2020-11-27",12,0,26,6,0
"771",13205,"2020-12-04",11,0,27,5,0
"772",13213,"2020-11-27",8,0,36,0,0
"773",13213,"2020-12-04",6,0,30,0,0
"774",13215,"2020-11-20",12,0,49,0,0
"775",13215,"2020-11-27",15,0,67,0,0
"776",13215,"2020-12-04",23,0,32,5,0
"777",13223,"2020-11-20",24,0,132,13,0
"778",13223,"2020-11-27",21,0,127,15,0
"779",13223,"2020-12-04",24,0,128,15,0
"780",13225,"2020-11-20",14,0,45,7,0
"781",13225,"2020-12-04",20,0,52,15,0
"782",13233,"2020-11-20",0,0,93,0,0
"783",13233,"2020-11-27",0,0,47,0,0
"784",13233,"2020-12-04",0,0,94,0,0
"785",13235,"2020-11-20",10,0,25,9,0
"786",13235,"2020-11-27",9,0,19,4,0
"787",13237,"2020-11-20",0,0,20,0,0
"788",13241,"2020-11-20",5,0,9,4,0
"789",13241,"2020-11-27",10,0,11,9,0
"790",13241,"2020-12-04",13,0,21,5,0
"791",13245,"2020-11-20",30,0,143,9,0
"792",13245,"2020-11-27",38,0,61,10,0
"793",13245,"2020-12-04",52,0,99,12,0
"794",13247,"2020-11-20",14,0,70,4,0
"795",13251,"2020-11-27",6,0,6,6,0
"796",13251,"2020-12-04",0,0,5,0,0
"797",13253,"2020-11-27",0,0,13,4,0
"798",13255,"2020-11-20",19,0,72,10,0
"799",13255,"2020-11-27",22,0,75,8,0
"800",13255,"2020-12-04",22,0,88,9,0
"801",13257,"2020-11-20",12,0,47,6,0
"802",13257,"2020-11-27",22,0,77,26,0
"803",13261,"2020-12-04",5,0,133,0,0
"804",13267,"2020-11-27",0,0,4,0,0
"805",13275,"2020-11-20",14,0,39,7,0
"806",13275,"2020-11-27",16,0,37,8,0
"807",13277,"2020-11-20",28,0,185,5,0
"808",13277,"2020-11-27",52,0,187,4,0
"809",13277,"2020-12-04",47,0,220,7,0
"810",13279,"2020-11-20",7,0,97,0,0
"811",13279,"2020-12-04",5,0,102,0,0
"812",13285,"2020-11-20",25,0,123,11,0
"813",13285,"2020-11-27",28,0,144,16,0
"814",13291,"2020-11-20",17,0,45,11,0
"815",13291,"2020-12-04",26,0,71,10,0
"816",13293,"2020-11-20",13,0,112,0,0
"817",13293,"2020-12-04",12,0,55,0,0
"818",13297,"2020-12-04",22,0,74,0,0
"819",13305,"2020-12-04",7,0,14,0,0
"820",13313,"2020-11-20",267,0,456,12,0
"821",13313,"2020-11-27",364,0,503,6,0
"822",13313,"2020-12-04",376,0,539,13,0
"823",13317,"2020-11-20",7,0,48,6,0
"824",13317,"2020-11-27",7,0,27,4,0
"825",13317,"2020-12-04",7,0,36,6,0
"826",13321,"2020-11-20",0,0,31,0,0
"827",13321,"2020-11-27",0,0,23,0,0
"828",13321,"2020-12-04",0,0,26,0,0
"829",15001,"2020-11-20",0,0,0,0,0
"830",15001,"2020-11-27",0,0,22,6,0
"831",15001,"2020-12-04",0,0,0,0,0
"832",15003,"2020-11-20",20,0,300,22,0
"833",15003,"2020-11-27",22,0,333,27,0
"834",15003,"2020-12-04",0,0,5,0,0
"835",15007,"2020-11-20",0,0,17,4,0
"836",15007,"2020-11-27",0,0,0,0,0
"837",15007,"2020-12-04",0,0,0,0,0
"838",15009,"2020-11-20",0,0,63,0,0
"839",15009,"2020-11-27",0,0,249,0,0
"840",15009,"2020-12-04",0,0,394,0,0
"841",16001,"2020-11-27",79,0,438,5,0
"842",16001,"2020-12-04",14,0,95,0,0
"843",16005,"2020-11-20",21,0,62,0,0
"844",16005,"2020-11-27",17,0,49,0,0
"845",16007,"2020-11-27",0,0,5,0,0
"846",16007,"2020-12-04",0,0,4,0,0
"847",16009,"2020-11-20",7,0,8,0,0
"848",16009,"2020-11-27",8,0,5,0,0
"849",16009,"2020-12-04",0,0,5,0,0
"850",16011,"2020-11-20",13,0,38,0,0
"851",16011,"2020-11-27",24,0,22,0,0
"852",16011,"2020-12-04",29,0,21,0,0
"853",16019,"2020-11-20",19,0,97,0,0
"854",16019,"2020-11-27",43,0,193,6,0
"855",16019,"2020-12-04",19,0,69,0,0
"856",16021,"2020-11-20",0,0,9,0,0
"857",16021,"2020-11-27",0,0,33,0,0
"858",16027,"2020-11-20",31,0,320,8,0
"859",16027,"2020-11-27",17,0,218,0,0
"860",16027,"2020-12-04",14,0,43,6,0
"861",16029,"2020-11-20",0,0,6,0,0
"862",16029,"2020-11-27",0,0,8,0,0
"863",16031,"2020-11-27",6,0,18,0,0
"864",16035,"2020-11-20",38,0,26,0,0
"865",16035,"2020-11-27",46,0,17,0,0
"866",16035,"2020-12-04",15,0,11,0,0
"867",16039,"2020-11-27",0,0,64,0,0
"868",16039,"2020-12-04",0,0,34,0,0
"869",16041,"2020-11-20",4,0,9,6,0
"870",16041,"2020-11-27",4,0,12,4,0
"871",16041,"2020-12-04",0,0,8,0,0
"872",16045,"2020-12-04",0,0,20,0,0
"873",16047,"2020-12-04",0,0,7,0,0
"874",16049,"2020-11-20",0,0,4,0,0
"875",16049,"2020-11-27",0,0,4,0,0
"876",16049,"2020-12-04",0,0,9,0,0
"877",16053,"2020-11-20",0,0,13,0,0
"878",16053,"2020-11-27",0,0,19,0,0
"879",16053,"2020-12-04",0,0,17,0,0
"880",16055,"2020-11-20",0,0,0,0,0
"881",16055,"2020-12-04",68,4,70,5,0
"882",16059,"2020-11-20",0,0,6,0,0
"883",16059,"2020-11-27",0,0,7,0,0
"884",16065,"2020-11-20",7,0,75,0,0
"885",16065,"2020-11-27",8,0,61,0,0
"886",16065,"2020-12-04",5,0,58,0,0
"887",16067,"2020-11-27",4,0,30,0,0
"888",16069,"2020-11-20",14,0,51,0,0
"889",16069,"2020-12-04",9,0,50,4,0
"890",16079,"2020-11-20",0,0,21,0,0
"891",16079,"2020-12-04",0,0,17,0,0
"892",16083,"2020-11-20",25,0,57,6,0
"893",16083,"2020-12-04",23,0,58,10,0
"894",16085,"2020-11-20",0,0,14,0,0
"895",16085,"2020-12-04",0,0,20,0,0
"896",16087,"2020-11-27",4,0,10,0,0
"897",16087,"2020-12-04",7,0,7,0,0
"898",17001,"2020-11-20",66,0,186,11,0
"899",17001,"2020-11-27",45,0,164,8,0
"900",17001,"2020-12-04",45,0,214,21,0
"901",17011,"2020-11-20",14,0,42,0,0
"902",17019,"2020-11-20",12,0,44,19,0
"903",17019,"2020-11-27",46,0,161,322,17
"904",17019,"2020-12-04",7,0,38,24,0
"905",17021,"2020-11-20",13,0,63,0,0
"906",17021,"2020-11-27",12,0,58,0,0
"907",17021,"2020-12-04",6,0,25,0,0
"908",17025,"2020-11-20",33,0,42,14,0
"909",17025,"2020-11-27",19,0,35,8,0
"910",17025,"2020-12-04",21,0,30,7,0
"911",17027,"2020-11-20",4,0,38,4,0
"912",17029,"2020-11-20",28,0,163,13,0
"913",17029,"2020-11-27",25,0,127,14,0
"914",17029,"2020-12-04",41,0,145,13,0
"915",17031,"2020-11-20",1262,19,6060,1424,81
"916",17031,"2020-11-27",1155,23,5306,1340,69
"917",17031,"2020-12-04",999,20,4917,1027,66
"918",17033,"2020-11-20",7,0,13,0,0
"919",17033,"2020-11-27",10,0,24,0,0
"920",17037,"2020-11-20",14,0,27,0,0
"921",17037,"2020-11-27",38,0,105,7,0
"922",17037,"2020-12-04",32,0,94,10,0
"923",17039,"2020-11-20",0,0,12,0,0
"924",17039,"2020-11-27",9,0,7,0,0
"925",17043,"2020-11-20",208,0,1569,162,4
"926",17043,"2020-11-27",133,0,685,71,0
"927",17043,"2020-12-04",82,0,564,51,0
"928",17045,"2020-11-20",4,0,32,0,0
"929",17045,"2020-11-27",6,0,46,0,0
"930",17049,"2020-11-27",21,0,70,0,0
"931",17049,"2020-12-04",16,0,55,0,0
"932",17051,"2020-11-20",20,0,6,0,0
"933",17051,"2020-11-27",31,0,21,0,0
"934",17051,"2020-12-04",45,0,23,0,0
"935",17053,"2020-11-20",4,0,16,0,0
"936",17053,"2020-12-04",7,0,17,0,0
"937",17055,"2020-11-20",0,0,27,4,0
"938",17057,"2020-11-27",4,0,52,8,0
"939",17057,"2020-12-04",5,0,52,10,0
"940",17061,"2020-11-20",9,0,6,0,0
"941",17061,"2020-12-04",4,0,5,0,0
"942",17065,"2020-11-20",5,0,10,0,0
"943",17067,"2020-11-20",8,0,12,0,0
"944",17067,"2020-11-27",0,0,8,0,0
"945",17073,"2020-11-20",8,0,25,4,0
"946",17073,"2020-11-27",8,0,56,5,0
"947",17073,"2020-12-04",11,0,60,7,0
"948",17075,"2020-11-27",32,0,15,4,0
"949",17077,"2020-11-20",0,0,28,0,0
"950",17077,"2020-11-27",0,0,13,0,0
"951",17077,"2020-12-04",0,0,22,0,0
"952",17081,"2020-11-20",33,0,94,23,0
"953",17081,"2020-11-27",17,0,84,21,0
"954",17081,"2020-12-04",21,0,90,20,0
"955",17083,"2020-11-27",55,0,41,10,0
"956",17083,"2020-12-04",32,0,42,0,0
"957",17085,"2020-12-04",0,0,12,0,0
"958",17089,"2020-11-20",29,0,243,52,0
"959",17089,"2020-11-27",126,0,544,104,0
"960",17089,"2020-12-04",117,0,519,89,4
"961",17091,"2020-11-20",77,0,157,21,0
"962",17091,"2020-11-27",26,0,42,24,0
"963",17091,"2020-12-04",74,0,117,20,0
"964",17095,"2020-11-20",52,0,102,38,0
"965",17095,"2020-11-27",46,0,123,32,0
"966",17095,"2020-12-04",23,0,80,26,0
"967",17097,"2020-11-20",72,0,149,137,0
"968",17097,"2020-11-27",162,0,325,131,0
"969",17097,"2020-12-04",98,0,190,80,0
"970",17099,"2020-11-20",38,0,139,24,0
"971",17099,"2020-11-27",22,0,124,20,0
"972",17099,"2020-12-04",28,0,93,18,0
"973",17101,"2020-11-20",0,0,0,0,0
"974",17101,"2020-11-27",0,0,0,0,0
"975",17101,"2020-12-04",0,0,5,0,0
"976",17103,"2020-11-27",8,0,11,0,0
"977",17103,"2020-12-04",4,0,4,0,0
"978",17105,"2020-11-20",14,0,77,10,0
"979",17105,"2020-11-27",10,0,61,8,0
"980",17105,"2020-12-04",7,0,61,10,0
"981",17107,"2020-11-20",8,0,55,0,0
"982",17107,"2020-11-27",5,0,58,0,0
"983",17107,"2020-12-04",9,0,58,0,0
"984",17109,"2020-11-20",7,0,26,14,0
"985",17109,"2020-11-27",5,0,7,9,0
"986",17111,"2020-11-20",85,0,205,11,0
"987",17111,"2020-11-27",79,0,194,6,0
"988",17111,"2020-12-04",75,0,147,9,0
"989",17113,"2020-11-20",49,0,136,63,0
"990",17113,"2020-11-27",30,0,129,73,0
"991",17113,"2020-12-04",52,0,99,64,0
"992",17115,"2020-11-20",22,0,228,0,0
"993",17115,"2020-11-27",28,0,186,0,0
"994",17115,"2020-12-04",37,0,231,0,0
"995",17117,"2020-11-20",0,0,28,0,0
"996",17117,"2020-11-27",5,0,30,0,0
"997",17117,"2020-12-04",18,0,13,0,0
"998",17119,"2020-11-20",83,0,434,61,0
"999",17119,"2020-11-27",37,0,190,45,0
"1000",17119,"2020-12-04",38,0,208,50,0
"1001",17121,"2020-11-20",34,0,45,0,0
"1002",17121,"2020-11-27",18,0,82,6,0
"1003",17121,"2020-12-04",16,0,90,16,0
"1004",17125,"2020-11-20",0,0,0,0,0
"1005",17125,"2020-12-04",5,0,5,0,0
"1006",17127,"2020-11-20",5,0,16,0,0
"1007",17127,"2020-11-27",7,0,22,0,0
"1008",17131,"2020-11-20",0,0,14,0,0
"1009",17131,"2020-12-04",4,0,18,0,0
"1010",17135,"2020-11-20",7,0,24,11,0
"1011",17135,"2020-12-04",6,0,32,0,0
"1012",17137,"2020-11-20",23,0,17,0,0
"1013",17137,"2020-11-27",19,0,31,0,0
"1014",17141,"2020-11-20",5,0,39,0,0
"1015",17143,"2020-11-20",100,0,360,161,23
"1016",17143,"2020-11-27",106,0,340,136,13
"1017",17143,"2020-12-04",118,0,328,144,15
"1018",17145,"2020-11-20",34,0,29,0,0
"1019",17145,"2020-11-27",10,0,9,0,0
"1020",17145,"2020-12-04",6,0,15,0,0
"1021",17147,"2020-11-27",5,0,20,0,0
"1022",17147,"2020-12-04",5,0,20,0,0
"1023",17149,"2020-12-04",0,0,14,0,0
"1024",17157,"2020-11-20",12,0,52,6,0
"1025",17157,"2020-11-27",16,0,68,11,0
"1026",17157,"2020-12-04",4,0,19,5,0
"1027",17161,"2020-11-20",25,0,186,22,0
"1028",17161,"2020-11-27",47,0,321,19,0
"1029",17161,"2020-12-04",40,0,316,15,0
"1030",17163,"2020-11-20",27,0,189,20,0
"1031",17163,"2020-11-27",30,0,156,20,0
"1032",17163,"2020-12-04",51,0,222,10,0
"1033",17165,"2020-11-20",10,0,34,4,0
"1034",17165,"2020-11-27",17,0,52,4,0
"1035",17165,"2020-12-04",24,0,71,11,0
"1036",17167,"2020-11-27",39,0,241,59,5
"1037",17167,"2020-12-04",52,0,224,66,4
"1038",17169,"2020-11-20",5,0,22,0,0
"1039",17173,"2020-11-27",0,0,0,0,0
"1040",17173,"2020-12-04",0,0,0,0,0
"1041",17179,"2020-11-20",0,0,0,0,0
"1042",17179,"2020-11-27",5,0,45,0,0
"1043",17179,"2020-12-04",0,0,0,0,0
"1044",17181,"2020-12-04",0,0,0,11,0
"1045",17183,"2020-11-27",21,0,126,31,0
"1046",17183,"2020-12-04",16,0,121,37,0
"1047",17185,"2020-11-20",6,0,23,0,0
"1048",17185,"2020-11-27",7,0,27,0,0
"1049",17185,"2020-12-04",8,0,47,0,0
"1050",17191,"2020-11-27",6,0,30,0,0
"1051",17195,"2020-11-20",32,0,107,0,0
"1052",17195,"2020-11-27",19,0,81,0,0
"1053",17195,"2020-12-04",23,0,81,0,0
"1054",17197,"2020-11-20",12,0,73,15,0
"1055",17197,"2020-11-27",14,0,108,17,0
"1056",17197,"2020-12-04",17,0,17,14,0
"1057",17199,"2020-11-20",9,0,36,8,0
"1058",17199,"2020-11-27",9,0,32,9,0
"1059",17199,"2020-12-04",27,0,91,18,0
"1060",17201,"2020-11-20",39,0,133,40,0
"1061",17201,"2020-12-04",46,0,130,36,0
"1062",18001,"2020-11-20",14,0,33,0,0
"1063",18001,"2020-11-27",18,0,38,0,0
"1064",18001,"2020-12-04",13,0,23,0,0
"1065",18003,"2020-11-20",16,0,76,0,0
"1066",18003,"2020-11-27",141,0,656,19,0
"1067",18003,"2020-12-04",12,0,70,0,0
"1068",18005,"2020-12-04",49,0,56,0,0
"1069",18011,"2020-11-20",12,0,48,19,0
"1070",18011,"2020-11-27",4,0,35,13,0
"1071",18011,"2020-12-04",11,0,38,10,0
"1072",18017,"2020-11-20",18,0,53,6,0
"1073",18019,"2020-11-20",38,0,188,15,0
"1074",18019,"2020-11-27",39,0,176,8,0
"1075",18019,"2020-12-04",32,0,193,14,0
"1076",18021,"2020-12-04",0,0,11,0,0
"1077",18027,"2020-11-27",40,0,70,0,0
"1078",18027,"2020-12-04",55,0,66,4,0
"1079",18029,"2020-11-20",8,0,66,25,0
"1080",18029,"2020-11-27",5,0,61,22,0
"1081",18031,"2020-11-20",9,0,48,6,0
"1082",18031,"2020-11-27",6,0,37,11,0
"1083",18033,"2020-11-20",15,0,91,8,0
"1084",18033,"2020-11-27",13,0,96,10,0
"1085",18033,"2020-12-04",12,0,69,0,0
"1086",18035,"2020-11-20",51,0,195,7,0
"1087",18035,"2020-11-27",63,0,155,5,0
"1088",18039,"2020-11-20",48,0,113,16,0
"1089",18039,"2020-11-27",92,0,137,16,0
"1090",18039,"2020-12-04",62,0,97,11,0
"1091",18043,"2020-11-20",33,0,151,0,0
"1092",18043,"2020-11-27",47,0,123,0,0
"1093",18043,"2020-12-04",46,0,145,0,0
"1094",18049,"2020-11-20",31,0,26,0,0
"1095",18049,"2020-11-27",46,0,31,0,0
"1096",18049,"2020-12-04",39,0,24,0,0
"1097",18051,"2020-11-20",14,0,22,4,0
"1098",18051,"2020-11-27",20,0,24,4,0
"1099",18051,"2020-12-04",23,0,32,7,0
"1100",18053,"2020-11-20",32,0,187,0,0
"1101",18055,"2020-11-20",6,0,27,0,0
"1102",18055,"2020-11-27",11,0,20,4,0
"1103",18057,"2020-11-20",37,0,282,62,0
"1104",18057,"2020-11-27",20,0,179,30,0
"1105",18057,"2020-12-04",40,0,234,46,0
